,date,name_label,count
4192,2022-09-17,mufti noor wali mehsud,2
4193,2022-09-17,jafar,18
4194,2022-09-17,hasan nasrallah,2335
4195,2022-09-17,ayman al-zawahiri,27
4196,2022-09-17,daniel pearl,1
4197,2022-09-17,hafiz saeed,91
4198,2022-09-17,abdul saboor,5
4199,2022-09-17,abdul wali,5
4200,2022-09-17,abubakar shekau,24
4201,2022-09-17,abdolreza rahmani fazli,7
4202,2022-09-17,ali al-sha'ir,1
4203,2022-09-17,amadou koufa,1
4204,2022-09-17,adnan abu walid al-sahrawi,1
4205,2022-09-18,mufti noor wali mehsud,1
4206,2022-09-18,sirajuddin haqqani,13
4207,2022-09-18,sayf al-adl,12
4208,2022-09-18,steve welsh,1
4209,2022-09-18,sajid mir,1
4210,2022-09-18,muhammad kawtharani,1
4211,2022-09-18,muhammad al-jawlani,2
4212,2022-09-18,jafar,29
4213,2022-09-18,abdul wali,31
4214,2022-09-18,ibrahim taher,1
4215,2022-09-18,hasan nasrallah,1081
4216,2022-09-18,hafiz saeed,19
4217,2022-09-18,ayman al-zawahiri,17
4218,2022-09-18,abubakar shekau,3
4219,2022-09-18,abdul saboor,1
4220,2022-09-18,abdolreza rahmani fazli,4
4221,2022-09-18,ismail haniyeh,17
4222,2022-09-19,sayf al-adl,4
4223,2022-09-19,sajid mir,7
4224,2022-09-19,muhammad kawtharani,7
4225,2022-09-19,muhammad al-jawlani,2
4226,2022-09-19,mufti noor wali mehsud,2
4227,2022-09-19,mohamed rage,1
4228,2022-09-19,mark randall frerichs,2
4229,2022-09-19,jafar,14
4230,2022-09-19,ayman al-zawahiri,65
4231,2022-09-19,hasan nasrallah,565
4232,2022-09-19,hafiz saeed,23
4233,2022-09-19,ali mohamud rage,1
4234,2022-09-19,abubakar shekau,7
4235,2022-09-19,abdullahi yare,1
4236,2022-09-19,abdul wali,1
4237,2022-09-19,abdolreza rahmani fazli,1
4238,2022-09-19,sirajuddin haqqani,17
4239,2022-09-19,ismail haniyeh,6
4240,2022-09-19,suellen tennyson,1
