,date,name_label,count
3524,2022-08-15,abdul reza shahla'i,9
3525,2022-08-15,abdul saboor,2
3526,2022-08-15,abd al-rahman al-maghrebi,1
3527,2022-08-15,abdullah ahmed abdullah,1
3528,2022-08-15,abubakar shekau,2
3529,2022-08-15,amadou koufa,4
3530,2022-08-15,abdul wali,44
3531,2022-08-16,hasan nasrallah,270
3532,2022-08-16,ziyad al-nakhalah,3
3533,2022-08-16,sirajuddin haqqani,37
3534,2022-08-16,sayf al-adl,2
3535,2022-08-16,murat karayilan,1
3536,2022-08-16,muhammad al-jawlani,1
3537,2022-08-16,jafar,25
3538,2022-08-16,iyad ag ghali,2
3539,2022-08-16,ismail haniyeh,3
3540,2022-08-16,hasan izz-al-din,1
3541,2022-08-16,yasin al-suri,1
3542,2022-08-16,duran kalkan,2
3543,2022-08-16,abdul reza shahla'i,1
3544,2022-08-16,abdul saboor,1
3545,2022-08-16,abdul wali,18
3546,2022-08-16,abubakar shekau,12
3547,2022-08-16,hafiz saeed,27
3548,2022-08-16,ayman al-zawahiri,486
3549,2022-08-16,daniel pearl,51
3550,2022-08-16,diosdado cabello rondón,1
3551,2022-08-16,amadou koufa,1
3552,2022-08-17,hasan nasrallah,243
3553,2022-08-17,sirajuddin haqqani,25
3554,2022-08-17,sayf al-adl,7
3555,2022-08-17,muhammad al-jawlani,1
3556,2022-08-17,mufti noor wali mehsud,1
3557,2022-08-17,jafar,18
3558,2022-08-17,iyad ag ghali,1
3559,2022-08-17,ismail haniyeh,5
3560,2022-08-17,zulkarnaen,2
3561,2022-08-17,duran kalkan,2
3562,2022-08-17,diosdado cabello rondón,3
3563,2022-08-17,daniel pearl,6
3564,2022-08-17,ayman al-zawahiri,250
3565,2022-08-17,amadou koufa,3
3566,2022-08-17,abdul wali,8
3567,2022-08-17,abdul saboor,2
3568,2022-08-17,abdul reza shahla'i,3
3569,2022-08-17,abd al-rahman al-maghrebi,2
3570,2022-08-17,hafiz saeed,55
3571,2022-08-18,manssor arbabsiar,3
3572,2022-08-18,mufti noor wali mehsud,11
3573,2022-08-18,zulkarnaen,2
3574,2022-08-18,mangal bagh,1
3575,2022-08-18,sirajuddin haqqani,10
3576,2022-08-18,yasin al-suri,2
3577,2022-08-18,ziyad al-nakhalah,4
3578,2022-08-18,sayf al-adl,5
3579,2022-08-18,mahad karate,2
3580,2022-08-18,murat karayilan,2
3581,2022-08-18,iyad ag ghali,2
3582,2022-08-18,abd al-rahman al-maghrebi,1
3583,2022-08-18,abdul wali,4
3584,2022-08-18,abu ubaidah (direye),1
3585,2022-08-18,amadou koufa,1
3586,2022-08-18,jafar,28
3587,2022-08-18,hafiz saeed,163
3588,2022-08-18,hasan nasrallah,525
3589,2022-08-18,ismail haniyeh,2
3590,2022-08-18,ayman al-zawahiri,154
3591,2022-08-19,jafar,26
3592,2022-08-19,zulkarnaen,28
3593,2022-08-19,yasin al-suri,5
3594,2022-08-19,suellen tennyson,4
3595,2022-08-19,sirajuddin haqqani,38
3596,2022-08-19,sayf al-adl,2
3597,2022-08-19,sanaullah ghafari,2
3598,2022-08-19,muhammad al-jawlani,2
3599,2022-08-19,khalil al-rahman haqqani,2
3600,2022-08-19,ismail haniyeh,3
3601,2022-08-19,ziyad al-nakhalah,2
3602,2022-08-19,hafiz saeed,38
3603,2022-08-19,abdul wali,12
3604,2022-08-19,abu ubaidah (direye),1
3605,2022-08-19,abu ubaydah yusuf al-anabi,1
3606,2022-08-19,abdul reza shahla'i,1
3607,2022-08-19,ayman al-zawahiri,183
3608,2022-08-19,daniel pearl,2
3609,2022-08-19,diosdado cabello rondón,1
3610,2022-08-19,adnan abu walid al-sahrawi,1
3611,2022-08-19,hasan nasrallah,1003
3612,2022-08-20,zulkarnaen,1
3613,2022-08-20,jafar,40
3614,2022-08-20,yasin al-suri,5
3615,2022-08-20,sirajuddin haqqani,31
3616,2022-08-20,sayf al-adl,40
3617,2022-08-20,muhammad al-jawlani,24
3618,2022-08-20,mufti noor wali mehsud,2
3619,2022-08-20,mahad karate,3
3620,2022-08-20,john granville,1
3621,2022-08-20,ismail haniyeh,3
3622,2022-08-20,hamid al-jaziri,1
3623,2022-08-20,hafiz saeed,24
3624,2022-08-20,daniel pearl,1
3625,2022-08-20,ayman al-zawahiri,162
3626,2022-08-20,amadou koufa,31
3627,2022-08-20,abubakar shekau,3
3628,2022-08-20,abu ubaidah (direye),8
3629,2022-08-20,abdul wali,14
3630,2022-08-20,hasan nasrallah,355
3631,2022-08-21,ismail haniyeh,5
3632,2022-08-21,iyad ag ghali,4
3633,2022-08-21,jafar,30
3634,2022-08-21,ziyad al-nakhalah,4
3635,2022-08-21,yasin al-suri,1
3636,2022-08-21,muhammad kawtharani,6
3637,2022-08-21,sirajuddin haqqani,13
3638,2022-08-21,ibrahim salih mohammed al-yacoub,2
3639,2022-08-21,muhammad al-jawlani,11
3640,2022-08-21,ibrahim al-banna,1
3641,2022-08-21,mahad karate,3
3642,2022-08-21,hafiz saeed,16
3643,2022-08-21,abdul saboor,1
3644,2022-08-21,abdul wali,17
3645,2022-08-21,abu ubaidah (direye),6
3646,2022-08-21,abubakar shekau,4
3647,2022-08-21,hasan nasrallah,191
3648,2022-08-21,ayman al-zawahiri,120
3649,2022-08-21,daniel pearl,1
3650,2022-08-21,diosdado cabello rondón,1
3651,2022-08-21,amadou koufa,8
3652,2022-08-22,hasan nasrallah,1017
3653,2022-08-22,yasin al-suri,3
3654,2022-08-22,sirajuddin haqqani,12
3655,2022-08-22,sayf al-adl,4
3656,2022-08-22,sanaullah ghafari,1
3657,2022-08-22,muhammad al-jawlani,9
3658,2022-08-22,jafar,26
3659,2022-08-22,iyad ag ghali,1
3660,2022-08-22,ziyad al-nakhalah,1
3661,2022-08-22,hafiz saeed,627
3662,2022-08-22,gulmurod khalimov,2
3663,2022-08-22,diosdado cabello rondón,4
3664,2022-08-22,ayman al-zawahiri,160
3665,2022-08-22,amadou koufa,2
3666,2022-08-22,abubakar shekau,39
3667,2022-08-22,abu ubaidah (direye),1
3668,2022-08-22,abdul wali,2
3669,2022-08-22,abdul saboor,1
3670,2022-08-22,hasan izz-al-din,5
3671,2022-08-23,mark randall frerichs,1
3672,2022-08-23,muhammad al-jawlani,8
3673,2022-08-23,muhammad kawtharani,1
3674,2022-08-23,ziyad al-nakhalah,3
3675,2022-08-23,sirajuddin haqqani,12
3676,2022-08-23,yasin al-suri,2
3677,2022-08-23,sayf al-adl,8
3678,2022-08-23,jafar,37
3679,2022-08-23,hafiz saeed,1776
3680,2022-08-23,hasan nasrallah,814
3681,2022-08-23,ayman al-zawahiri,107
3682,2022-08-23,amadou koufa,3
3683,2022-08-23,abubakar shekau,10
3684,2022-08-23,abdul wali,2
3685,2022-08-23,abdul saboor,18
3686,2022-08-23,abdul reza shahla'i,1
3687,2022-08-23,iyad ag ghali,1
3688,2022-08-24,zulkarnaen,4
3689,2022-08-24,ziyad al-nakhalah,261
3690,2022-08-24,sirajuddin haqqani,5
3691,2022-08-24,sayf al-adl,1
3692,2022-08-24,muhammad kawtharani,6
3693,2022-08-24,muhammad al-jawlani,9
3694,2022-08-24,jafar,17
3695,2022-08-24,ismail haniyeh,1
3696,2022-08-24,hasan nasrallah,395
3697,2022-08-24,hafiz saeed,144
3698,2022-08-24,ayman al-zawahiri,111
3699,2022-08-24,amadou koufa,3
3700,2022-08-24,abubakar shekau,2
3701,2022-08-24,abdul wali,43
3702,2022-08-24,abdul saboor,8
3703,2022-08-24,abdul reza shahla'i,2
3704,2022-08-24,hasan izz-al-din,1
3705,2022-08-25,ziyad al-nakhalah,162
3706,2022-08-25,sirajuddin haqqani,8
3707,2022-08-25,sayf al-adl,9
3708,2022-08-25,sanaullah ghafari,1
3709,2022-08-25,sajid mir,1
3710,2022-08-25,muhammad al-jawlani,33
3711,2022-08-25,jafar,16
3712,2022-08-25,hafiz saeed,139
3713,2022-08-25,hasan nasrallah,596
3714,2022-08-25,daniel pearl,87
3715,2022-08-25,ayman al-zawahiri,984
3716,2022-08-25,amadou koufa,6
3717,2022-08-25,abubakar shekau,11
3718,2022-08-25,abdul wali,13
3719,2022-08-25,abdul saboor,1
3720,2022-08-25,abdikadir mohamed abdikadir,1
3721,2022-08-25,diosdado cabello rondón,2
3722,2022-08-26,ismail haniyeh,2
3723,2022-08-26,jafar,11
3724,2022-08-26,mufti noor wali mehsud,2
3725,2022-08-26,muhammad al-jawlani,14
3726,2022-08-26,sirajuddin haqqani,1
3727,2022-08-26,salih al-aruri,1
3728,2022-08-26,sayf al-adl,8
3729,2022-08-26,hasan nasrallah,261
3730,2022-08-26,zulkarnaen,3
3731,2022-08-26,muhammad kawtharani,1
3732,2022-08-26,hasan izz-al-din,5
3733,2022-08-26,ziyad al-nakhalah,149
3734,2022-08-26,duran kalkan,1
3735,2022-08-26,hafiz saeed,77
3736,2022-08-26,abdul saboor,2
3737,2022-08-26,abdul wali,12
3738,2022-08-26,abubakar shekau,6
3739,2022-08-26,abdul rahman yasin,1
3740,2022-08-26,al mahmoud ag baye,1
3741,2022-08-26,amadou koufa,1
3742,2022-08-26,ayman al-zawahiri,536
3743,2022-08-26,daniel pearl,2
3744,2022-08-26,adnan abu walid al-sahrawi,1
3745,2022-08-27,zulkarnaen,1
3746,2022-08-27,ziyad al-nakhalah,12
3747,2022-08-27,steve welsh,1
3748,2022-08-27,sirajuddin haqqani,3
3749,2022-08-27,sayf al-adl,1
3750,2022-08-27,sanaullah ghafari,1
3751,2022-08-27,salih al-aruri,14
3752,2022-08-27,muhammad al-jawlani,2
3753,2022-08-27,mufti noor wali mehsud,6
3754,2022-08-27,jafar,22
3755,2022-08-27,hasan izz-al-din,6
3756,2022-08-27,hafiz saeed,185
3757,2022-08-27,duran kalkan,1
3758,2022-08-27,daniel pearl,1
3759,2022-08-27,ayman al-zawahiri,105
3760,2022-08-27,ali al-sha'ir,1
3761,2022-08-27,abubakar shekau,4
3762,2022-08-27,abdul wali,38
3763,2022-08-27,abdul saboor,2
3764,2022-08-27,hasan nasrallah,294
3765,2022-08-28,muhammad al-jawlani,3
3766,2022-08-28,salih al-aruri,268
3767,2022-08-28,sanaullah ghafari,1
3768,2022-08-28,mufti noor wali mehsud,22
3769,2022-08-28,sirajuddin haqqani,5
3770,2022-08-28,ziyad al-nakhalah,4
3771,2022-08-28,sayf al-adl,6
3772,2022-08-28,jafar,40
3773,2022-08-28,steve welsh,2
3774,2022-08-28,ismail haniyeh,4
3775,2022-08-28,hasan nasrallah,405
3776,2022-08-28,hafiz saeed,154
3777,2022-08-28,duran kalkan,4
3778,2022-08-28,ayman al-zawahiri,236
3779,2022-08-28,abdul wali,59
3780,2022-08-28,abdul saboor,4
3781,2022-08-28,abdul reza shahla'i,1
3782,2022-08-28,iyad ag ghali,2
3783,2022-08-29,ismail haniyeh,2
3784,2022-08-29,iyad ag ghali,10
3785,2022-08-29,jafar,18
3786,2022-08-29,mahad karate,1
3787,2022-08-29,mufti noor wali mehsud,27
3788,2022-08-29,muhammad al-jawlani,4
3789,2022-08-29,suellen tennyson,1
3790,2022-08-29,salih al-aruri,44
3791,2022-08-29,sayf al-adl,11
3792,2022-08-29,sirajuddin haqqani,6
3793,2022-08-29,hasan nasrallah,434
3794,2022-08-29,ziyad al-nakhalah,2
3795,2022-08-29,zulkarnaen,4
3796,2022-08-29,muhammad kawtharani,3
3797,2022-08-29,hasan izz-al-din,3
3798,2022-08-29,yasin al-suri,2
3799,2022-08-29,hafiz saeed,278
3800,2022-08-29,abd al-rahman al-maghrebi,1
3801,2022-08-29,hamid al-jaziri,1
3802,2022-08-29,abdul saboor,3
3803,2022-08-29,abdul wali,8
3804,2022-08-29,abdul zakir,7
3805,2022-08-29,abdullah ahmed abdullah,1
3806,2022-08-29,abdul reza shahla'i,2
3807,2022-08-29,abu ubaydah yusuf al-anabi,1
3808,2022-08-29,ayman al-zawahiri,244
3809,2022-08-29,cholo abdi abdullah,1
3810,2022-08-29,daniel pearl,71
3811,2022-08-29,diosdado cabello rondón,4
3812,2022-08-29,duran kalkan,1
3813,2022-08-29,abu ubaidah (direye),1
3814,2022-08-30,iyad ag ghali,6
3815,2022-08-30,jafar,49
3816,2022-08-30,mufti noor wali mehsud,28
3817,2022-08-30,muhammad al-jawlani,6
3818,2022-08-30,sirajuddin haqqani,27
3819,2022-08-30,salih al-aruri,6
3820,2022-08-30,sayf al-adl,4
3821,2022-08-30,suellen tennyson,1
3822,2022-08-30,zulkarnaen,2
3823,2022-08-30,robert a. levinson,1
3824,2022-08-30,ismail haniyeh,1
3825,2022-08-30,hasan izz-al-din,1
3826,2022-08-30,hafiz saeed,140
3827,2022-08-30,daniel pearl,60
3828,2022-08-30,ayman al-zawahiri,142
3829,2022-08-30,amadou koufa,1
3830,2022-08-30,ali al-sha'ir,3
3831,2022-08-30,abubakar shekau,20
3832,2022-08-30,abdul wali,20
3833,2022-08-30,abdul saboor,1
3834,2022-08-30,abd al-rahman al-maghrebi,2
3835,2022-08-30,hasan nasrallah,283
3836,2022-08-31,mufti noor wali mehsud,18
3837,2022-08-31,muhammad al-jawlani,8
3838,2022-08-31,muhammad ja'far qasir,1
3839,2022-08-31,sajid mir,1
3840,2022-08-31,salih al-aruri,3
3841,2022-08-31,ziyad al-nakhalah,1
3842,2022-08-31,sirajuddin haqqani,86
3843,2022-08-31,suellen tennyson,34
3844,2022-08-31,william higgins,1
3845,2022-08-31,zulkarnaen,17
3846,2022-08-31,jafar,44
3847,2022-08-31,sayf al-adl,4
3848,2022-08-31,iyad ag ghali,1
3849,2022-08-31,amadou koufa,2
3850,2022-08-31,hasan nasrallah,368
3851,2022-08-31,abd al-rahman al-maghrebi,2
3852,2022-08-31,abdul wali,22
3853,2022-08-31,abubakar shekau,1
3854,2022-08-31,ali al-sha'ir,1
3855,2022-08-31,ismail haniyeh,3
3856,2022-08-31,abdul saboor,1
3857,2022-08-31,daniel pearl,12
3858,2022-08-31,diosdado cabello rondón,1
3859,2022-08-31,gulmurod khalimov,1
3860,2022-08-31,hafiz saeed,226
3861,2022-08-31,ayman al-zawahiri,170
3862,2022-09-01,mufti noor wali mehsud,92
3863,2022-09-01,zulkarnaen,7
3864,2022-09-01,ziyad al-nakhalah,1
3865,2022-09-01,suellen tennyson,64
3866,2022-09-01,sayf al-adl,8
3867,2022-09-01,salih al-aruri,1
3868,2022-09-01,muhammad ja'far qasir,2
3869,2022-09-01,muhammad al-jawlani,8
3870,2022-09-01,khalid saeed al-batarfi,1
3871,2022-09-01,sirajuddin haqqani,19
3872,2022-09-01,ismail haniyeh,13
3873,2022-09-01,abdul wali,8
3874,2022-09-01,amadou koufa,2
3875,2022-09-01,ayman al-zawahiri,107
3876,2022-09-01,ali al-sha'ir,2
3877,2022-09-01,faruq al-suri,1
3878,2022-09-01,hafiz saeed,583
3879,2022-09-01,hasan nasrallah,292
3880,2022-09-01,duran kalkan,1
3881,2022-09-01,jafar,23
3882,2022-09-02,zulkarnaen,3
3883,2022-09-02,jafar,53
3884,2022-09-02,suellen tennyson,13
3885,2022-09-02,sirajuddin haqqani,21
3886,2022-09-02,sayf al-adl,9
3887,2022-09-02,muhammad al-jawlani,13
3888,2022-09-02,mufti noor wali mehsud,34
3889,2022-09-02,ismail haniyeh,3
3890,2022-09-02,hafiz saeed,43
3891,2022-09-02,daniel pearl,1
3892,2022-09-02,ayman al-zawahiri,74
3893,2022-09-02,amadou koufa,3
3894,2022-09-02,abdullah ahmed abdullah,3
3895,2022-09-02,abdul wali,21
3896,2022-09-02,hasan nasrallah,554
3897,2022-09-03,zulkarnaen,1
3898,2022-09-03,muhammad al-jawlani,6
3899,2022-09-03,sajid mir,1
3900,2022-09-03,sayf al-adl,23
3901,2022-09-03,suellen tennyson,4
3902,2022-09-03,steve welsh,1
3903,2022-09-03,ziyad al-nakhalah,1
3904,2022-09-03,jafar,38
3905,2022-09-03,sirajuddin haqqani,17
3906,2022-09-03,ismail haniyeh,1
3907,2022-09-03,mufti noor wali mehsud,44
3908,2022-09-03,hasan izz-al-din,1
3909,2022-09-03,hamed abdollahi,2
3910,2022-09-03,hafiz saeed,35
3911,2022-09-03,diosdado cabello rondón,1
3912,2022-09-03,daniel pearl,1
3913,2022-09-03,ayman al-zawahiri,58
3914,2022-09-03,amadou koufa,6
3915,2022-09-03,abdullah ahmed abdullah,2
3916,2022-09-03,abdul wali,20
3917,2022-09-03,hasan nasrallah,652
3918,2022-09-04,mahad karate,1
3919,2022-09-04,mufti noor wali mehsud,25
3920,2022-09-04,muhammad al-jawlani,7
3921,2022-09-04,radullan sahiron,1
3922,2022-09-04,suellen tennyson,10
3923,2022-09-04,sami al-uraydi,1
3924,2022-09-04,sirajuddin haqqani,4
3925,2022-09-04,khalil al-rahman haqqani,1
3926,2022-09-04,zulkarnaen,10
3927,2022-09-04,sajid mir,1
3928,2022-09-04,jafar,30
3929,2022-09-04,sayf al-adl,98
3930,2022-09-04,ismail haniyeh,2
3931,2022-09-04,iyad ag ghali,2
3932,2022-09-04,abdul wali,9
3933,2022-09-04,abdullahi yare,1
3934,2022-09-04,amadou koufa,1
3935,2022-09-04,ayman al-zawahiri,157
3936,2022-09-04,abdul saboor,1
3937,2022-09-04,duran kalkan,4
3938,2022-09-04,hafiz saeed,55
3939,2022-09-04,hasan izz-al-din,1
3940,2022-09-04,hasan nasrallah,264
3941,2022-09-04,diosdado cabello rondón,1
3942,2022-09-05,zulkarnaen,5
3943,2022-09-05,suellen tennyson,5
3944,2022-09-05,sirajuddin haqqani,30
3945,2022-09-05,sayf al-adl,29
3946,2022-09-05,salih al-aruri,1
3947,2022-09-05,muhammad al-jawlani,4
3948,2022-09-05,mufti noor wali mehsud,11
3949,2022-09-05,jafar,46
3950,2022-09-05,iyad ag ghali,2
3951,2022-09-05,hasan nasrallah,170
3952,2022-09-05,hafiz saeed,29
3953,2022-09-05,duran kalkan,6
3954,2022-09-05,diosdado cabello rondón,1
3955,2022-09-05,ayman al-zawahiri,89
3956,2022-09-05,abubakar shekau,1
3957,2022-09-05,abdul wali,703
3958,2022-09-05,abdul saboor,1
3959,2022-09-05,ismail haniyeh,1
3960,2022-09-06,jafar,134
3961,2022-09-06,mufti noor wali mehsud,4
3962,2022-09-06,muhammad al-jawlani,45
3963,2022-09-06,sayf al-adl,48
3964,2022-09-06,ziyad al-nakhalah,15
3965,2022-09-06,zulkarnaen,2
3966,2022-09-06,yasin al-suri,1
3967,2022-09-06,iyad ag ghali,1
3968,2022-09-06,sirajuddin haqqani,5
3969,2022-09-06,ismail haniyeh,10
3970,2022-09-06,suellen tennyson,9
3971,2022-09-06,hafiz saeed,24
3972,2022-09-06,hasan nasrallah,110
3973,2022-09-06,abdul wali,823
3974,2022-09-06,abubakar shekau,5
3975,2022-09-06,ali atwa,1
3976,2022-09-06,abdul rahman yasin,3
3977,2022-09-06,ayman al-zawahiri,98
3978,2022-09-06,daniel pearl,5
3979,2022-09-06,duran kalkan,4
3980,2022-09-06,amadou koufa,3
3981,2022-09-07,jafar,60
3982,2022-09-07,ziyad al-nakhalah,1
3983,2022-09-07,suellen tennyson,9
3984,2022-09-07,sirajuddin haqqani,3
3985,2022-09-07,sayf al-adl,22
3986,2022-09-07,muhammad al-jawlani,24
3987,2022-09-07,khalil al-rahman haqqani,6
3988,2022-09-07,iyad ag ghali,1
3989,2022-09-07,ismail haniyeh,7
3990,2022-09-07,hafiz saeed,15
3991,2022-09-07,daniel pearl,4
3992,2022-09-07,ayman al-zawahiri,102
3993,2022-09-07,abubakar shekau,2
3994,2022-09-07,abdul zakir,2
3995,2022-09-07,abdul wali,157
3996,2022-09-07,abdul saboor,6
3997,2022-09-07,abdikadir mohamed abdikadir,8
3998,2022-09-07,hasan nasrallah,113
3999,2022-09-08,khalil al-rahman haqqani,13
4000,2022-09-08,mangal bagh,5
4001,2022-09-08,muhammad al-jawlani,11
4002,2022-09-08,muhammad kawtharani,1
4003,2022-09-08,sajid mir,1
4004,2022-09-08,suellen tennyson,7
4005,2022-09-08,sayf al-adl,5
4006,2022-09-08,seyyed mohammad hosein musa kazemi,1
4007,2022-09-08,sirajuddin haqqani,7
4008,2022-09-08,yasin al-suri,1
4009,2022-09-08,sajjad kashian,1
4010,2022-09-08,jafar,33
4011,2022-09-08,abdul wali,386
4012,2022-09-08,ismail haniyeh,1
4013,2022-09-08,ibrahim al-banna,1
4014,2022-09-08,hasan nasrallah,122
4015,2022-09-08,hafiz saeed,24
4016,2022-09-08,diosdado cabello rondón,4
4017,2022-09-08,daniel pearl,4
4018,2022-09-08,ayman al-zawahiri,95
4019,2022-09-08,amadou koufa,4
4020,2022-09-08,abubakar shekau,3
4021,2022-09-08,iyad ag ghali,4
4022,2022-09-08,abdul saboor,2
4023,2022-09-08,abdul reza shahla'i,1
4024,2022-09-09,jafar,53
4025,2022-09-09,khalil al-rahman haqqani,3
4026,2022-09-09,mufti noor wali mehsud,1
4027,2022-09-09,ismail haniyeh,8
4028,2022-09-09,sayf al-adl,3
4029,2022-09-09,zulkarnaen,4
4030,2022-09-09,salih al-aruri,1
4031,2022-09-09,hasan nasrallah,67
4032,2022-09-09,sirajuddin haqqani,1
4033,2022-09-09,daniel pearl,1
4034,2022-09-09,ayman al-zawahiri,636
4035,2022-09-09,amadou koufa,3
4036,2022-09-09,abdul wali,69
4037,2022-09-09,abdul saboor,4
4038,2022-09-09,abdul reza shahla'i,1
4039,2022-09-09,abdikadir mohamed abdikadir,2
4040,2022-09-09,hafiz saeed,25
4041,2022-09-10,sirajuddin haqqani,2
4042,2022-09-10,sayf al-adl,3
4043,2022-09-10,sanaullah ghafari,1
4044,2022-09-10,salih al-aruri,10
4045,2022-09-10,muhammad al-jawlani,2
4046,2022-09-10,mufti noor wali mehsud,1
4047,2022-09-10,khalil al-rahman haqqani,1
4048,2022-09-10,ismail haniyeh,121
4049,2022-09-10,jafar,118
4050,2022-09-10,hafiz saeed,108
4051,2022-09-10,ayman al-zawahiri,57
4052,2022-09-10,amadou koufa,8
4053,2022-09-10,abubakar shekau,8
4054,2022-09-10,abdul wali,30
4055,2022-09-10,abdul saboor,3
4056,2022-09-10,abdul reza shahla'i,1
4057,2022-09-10,hasan nasrallah,320
4058,2022-09-11,mufti noor wali mehsud,1
4059,2022-09-11,muhammad al-jawlani,3
4060,2022-09-11,muhammad kawtharani,17
4061,2022-09-11,sajid mir,1
4062,2022-09-11,suellen tennyson,3
4063,2022-09-11,sayf al-adl,4
4064,2022-09-11,sirajuddin haqqani,4
4065,2022-09-11,william buckley,1
4066,2022-09-11,zulkarnaen,1
4067,2022-09-11,salih al-aruri,2
4068,2022-09-11,jafar,84
4069,2022-09-11,mangal bagh,1
4070,2022-09-11,hasan nasrallah,319
4071,2022-09-11,abdul saboor,2
4072,2022-09-11,abdul wali,22
4073,2022-09-11,abdullah ahmed abdullah,1
4074,2022-09-11,abubakar shekau,3
4075,2022-09-11,abdikadir mohamed abdikadir,1
4076,2022-09-11,ayman al-zawahiri,320
4077,2022-09-11,gulmurod khalimov,1
4078,2022-09-11,hafiz saeed,69
4079,2022-09-11,amadou koufa,3
4080,2022-09-11,ismail haniyeh,128
4081,2022-09-12,jafar,53
4082,2022-09-12,zulkarnaen,5
4083,2022-09-12,suellen tennyson,2
4084,2022-09-12,sirajuddin haqqani,12
4085,2022-09-12,sayf al-adl,9
4086,2022-09-12,salih al-aruri,1
4087,2022-09-12,sajid mir,13
4088,2022-09-12,muhammad kawtharani,133
4089,2022-09-12,muhammad al-jawlani,1
4090,2022-09-12,hasan nasrallah,407
4091,2022-09-12,hasan izz-al-din,3
4092,2022-09-12,hafiz saeed,406
4093,2022-09-12,daniel pearl,2
4094,2022-09-12,ayman al-zawahiri,168
4095,2022-09-12,amadou koufa,2
4096,2022-09-12,abubakar shekau,3
4097,2022-09-12,abdul wali,7
4098,2022-09-12,abdul saboor,1
4099,2022-09-12,ismail haniyeh,91
4100,2022-09-13,muhammad al-jawlani,2
4101,2022-09-13,zulkarnaen,1
4102,2022-09-13,muhammad kawtharani,86
4103,2022-09-13,jafar,37
4104,2022-09-13,sayf al-adl,6
4105,2022-09-13,sirajuddin haqqani,5
4106,2022-09-13,suellen tennyson,2
4107,2022-09-13,sajid mir,21
4108,2022-09-13,iyad ag ghali,1
4109,2022-09-13,daniel pearl,3
4110,2022-09-13,hasan nasrallah,328
4111,2022-09-13,abdul reza shahla'i,1
4112,2022-09-13,abdul saboor,1
4113,2022-09-13,abdul wali,7
4114,2022-09-13,ismail haniyeh,91
4115,2022-09-13,ayman al-zawahiri,49
4116,2022-09-13,hafiz saeed,128
4117,2022-09-13,hasan izz-al-din,1
4118,2022-09-13,amadou koufa,3
4119,2022-09-14,zulkarnaen,1
4120,2022-09-14,ziyad al-nakhalah,6
4121,2022-09-14,suellen tennyson,4
4122,2022-09-14,sirajuddin haqqani,7
4123,2022-09-14,sayf al-adl,8
4124,2022-09-14,sajid mir,15
4125,2022-09-14,muhammad kawtharani,21
4126,2022-09-14,mufti noor wali mehsud,10
4127,2022-09-14,jafar,56
4128,2022-09-14,ismail haniyeh,71
4129,2022-09-14,muhammad al-jawlani,6
4130,2022-09-14,hamed abdollahi,3
4131,2022-09-14,hasan nasrallah,232
4132,2022-09-14,abdul saboor,1
4133,2022-09-14,abdul wali,7
4134,2022-09-14,abdullah ahmed abdullah,1
4135,2022-09-14,abubakar shekau,3
4136,2022-09-14,abdul reza shahla'i,1
4137,2022-09-14,ayman al-zawahiri,55
4138,2022-09-14,daniel pearl,1
4139,2022-09-14,hafiz saeed,66
4140,2022-09-14,amadou koufa,2
4141,2022-09-15,jafar,37
4142,2022-09-15,suellen tennyson,2
4143,2022-09-15,sirajuddin haqqani,19
4144,2022-09-15,sayf al-adl,52
4145,2022-09-15,ziyad al-nakhalah,1
4146,2022-09-15,sajid mir,55
4147,2022-09-15,muhammad kawtharani,4
4148,2022-09-15,muhammad al-jawlani,1
4149,2022-09-15,mufti noor wali mehsud,1
4150,2022-09-15,khalil al-rahman haqqani,2
4151,2022-09-15,iyad ag ghali,1
4152,2022-09-15,abubakar shekau,2
4153,2022-09-15,hasan nasrallah,350
4154,2022-09-15,ismail haniyeh,49
4155,2022-09-15,abdul wali,1
4156,2022-09-15,abdullah ahmed abdullah,1
4157,2022-09-15,amadou koufa,1
4158,2022-09-15,abdul saboor,1
4159,2022-09-15,diosdado cabello rondón,4
4160,2022-09-15,hafiz saeed,39
4161,2022-09-15,hamed abdollahi,4
4162,2022-09-15,hasan izz-al-din,1
4163,2022-09-15,ayman al-zawahiri,94
4164,2022-09-16,jafar,7
4165,2022-09-16,william higgins,3
4166,2022-09-16,suellen tennyson,2
4167,2022-09-16,sirajuddin haqqani,10
4168,2022-09-16,sayf al-adl,354
4169,2022-09-16,salih al-aruri,1
4170,2022-09-16,sajid mir,12
4171,2022-09-16,muhammad al-jawlani,4
4172,2022-09-16,khalil al-rahman haqqani,5
4173,2022-09-16,zulkarnaen,1
4174,2022-09-16,iyad ag ghali,1
4175,2022-09-16,hasan nasrallah,2530
4176,2022-09-16,ismail haniyeh,90
4177,2022-09-16,abdolreza rahmani fazli,4
4178,2022-09-16,abdul saboor,3
4179,2022-09-16,abdul wali,2
4180,2022-09-16,abdikadir mohamed abdikadir,1
4181,2022-09-16,amadou koufa,3
4182,2022-09-16,ayman al-zawahiri,45
4183,2022-09-16,diosdado cabello rondón,1
4184,2022-09-16,hafiz saeed,111
4185,2022-09-16,abubakar shekau,63
4186,2022-09-17,ismail haniyeh,9
4187,2022-09-17,sayf al-adl,61
4188,2022-09-17,sajid mir,44
4189,2022-09-17,muhammad kawtharani,1
4190,2022-09-17,muhammad ja'far qasir,1
4191,2022-09-17,muhammad al-jawlani,2
